tld,has_rdap,ok_bases,bases,conformance,notes
drive,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
dtv,True,1,https://rdap.mobile-registry.com/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.mobile-registry.com/rdap/ OK 404
dubai,True,1,https://rdap.nic.dubai/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.dubai/ OK 400
dunlop,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
dupont,True,1,https://rdap.nic.dupont/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.dupont/ OK 400
durban,True,1,https://rdap.nic.durban/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.durban/rdap/ OK 404
dvag,True,1,https://rdap.centralnic.com/dvag/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/dvag/ OK 200
dvr,True,1,https://rdap.mobile-registry.com/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.mobile-registry.com/rdap/ OK 404
dz,False,0,,,No RDAP base in bootstrap
earth,True,1,https://rdap.nic.earth/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.earth/ OK 400
eat,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
ec,True,1,https://rdap.registry.ec/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.registry.ec/ OK 200
eco,True,1,https://rdap.eco.fury.ca/rdap/,,https://rdap.eco.fury.ca/rdap/ JSON 404 (no rdapConformance)
edeka,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
edu,False,0,,,No RDAP base in bootstrap
education,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
ee,False,0,,,No RDAP base in bootstrap
eg,False,0,,,No RDAP base in bootstrap
email,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
emerck,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
energy,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
engineer,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
engineering,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
enterprises,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
epson,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
equipment,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
er,False,0,,,No RDAP base in bootstrap
ericsson,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
erni,True,1,https://rdap.nic.erni/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.erni/help OK 200
es,False,0,,,No RDAP base in bootstrap
esq,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
estate,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
et,False,0,,,No RDAP base in bootstrap
eu,False,0,,,No RDAP base in bootstrap
eurovision,True,1,https://rdap.nic.eurovision/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.eurovision/help OK 200
eus,True,1,https://rdap.nic.eus/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.eus/help OK 200
events,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
exchange,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
expert,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
exposed,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
express,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
extraspace,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
fage,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
fail,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
fairwinds,True,1,https://rdap.nominet.uk/fairwinds/,,https://rdap.nominet.uk/fairwinds/ JSON 404 (no rdapConformance)
faith,True,1,https://rdap.nic.faith/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.faith/ OK 400
family,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
fan,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
fans,True,1,https://rdap.centralnic.com/fans/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/fans/ OK 200
farm,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
farmers,True,1,https://rdap.nic.farmers/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.farmers/ OK 400
fashion,True,1,https://rdap.nic.fashion/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.fashion/ OK 400
fast,True,1,https://rdap.nominet.uk/fast/,,https://rdap.nominet.uk/fast/ JSON 404 (no rdapConformance)
fedex,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
feedback,True,1,https://rdap.nic.feedback/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.nic.feedback/rdap/ OK 404
ferrari,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
ferrero,True,1,https://rdap.nic.ferrero/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.ferrero/ OK 400
fi,True,1,https://rdap.fi/rdap/rdap/,no conformance,https://rdap.fi/rdap/rdap/help OK 200
fidelity,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
fido,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
film,True,1,https://rdap.nic.film/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.film/ OK 400
final,True,1,https://rdap.gtlds.nic.br/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,nicbr_level_0,rdap_level_0",https://rdap.gtlds.nic.br/help OK 200
finance,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
financial,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
fire,True,1,https://rdap.nominet.uk/fire/,,https://rdap.nominet.uk/fire/ JSON 404 (no rdapConformance)
firestone,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
firmdale,True,1,https://rdap.nic.firmdale/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.firmdale/help OK 200
fish,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
fishing,True,1,https://rdap.nic.fishing/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.fishing/ OK 400
fit,True,1,https://rdap.nic.fit/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.fit/ OK 400
fitness,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
fj,True,0,https://www.rdap.fj/,,https://www.rdap.fj/ no RDAP JSON detected
fk,False,0,,,No RDAP base in bootstrap
flickr,True,1,https://rdap.nic.flickr/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.flickr/ OK 400
flights,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
flir,True,1,https://rdap.nic.flir/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.flir/ OK 400
florist,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
flowers,True,1,https://rdap.centralnic.com/flowers/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/flowers/ OK 200
fly,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
fm,True,1,https://rdap.centralnic.com/fm/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/fm/ OK 200
fo,True,1,https://rdap.centralnic.com/fo/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/fo/ OK 200
foo,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
food,True,1,https://rdap.nic.food/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.nic.food/rdap/ OK 404
football,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
ford,True,1,https://rdap.nic.ford/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.ford/ OK 400
forex,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
forsale,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
forum,True,1,https://rdap.nic.forum/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.nic.forum/rdap/ OK 404
foundation,True,1,https://rdap.publicinterestregistry.org/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.publicinterestregistry.org/rdap/help OK 200
fox,True,1,https://rdap.nic.fox/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.fox/ OK 400
fr,True,1,https://rdap.nic.fr/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.fr/ OK 200
free,True,1,https://rdap.nominet.uk/free/,,https://rdap.nominet.uk/free/ JSON 404 (no rdapConformance)
fresenius,True,1,https://rdap.centralnic.com/fresenius/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/fresenius/ OK 200
frl,True,1,https://rdap.centralnic.com/frl/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/frl/ OK 200
frogans,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
frontier,True,1,https://rdap.nic.frontier/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.frontier/ OK 400
ftr,True,1,https://rdap.nic.ftr/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.ftr/ OK 400
fujitsu,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
fun,True,1,https://rdap.centralnic.com/fun/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/fun/ OK 200
fund,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
furniture,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
futbol,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
fyi,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
ga,False,0,,,No RDAP base in bootstrap
gal,True,1,https://rdap.nic.gal/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.gal/help OK 200
gallery,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
gallo,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
gallup,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
game,True,1,https://rdap.centralnic.com/game/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/game/ OK 200
games,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
gap,True,1,https://rdap.nic.gap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.gap/ OK 400
garden,True,1,https://rdap.nic.garden/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.garden/ OK 400
gay,True,1,https://rdap.nic.gay/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.gay/ OK 400
gb,False,0,,,No RDAP base in bootstrap
gbiz,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
gd,True,1,https://rdap.centralnic.com/gd/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/gd/ OK 200
gdn,True,1,https://rdap.nic.gdn/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.gdn/help OK 200
ge,False,0,,,No RDAP base in bootstrap
gea,True,1,https://rdap.nic.gea/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.gea/help OK 200
gent,True,1,https://rdap.centralnic.com/gent/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/gent/ OK 200
genting,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
george,True,1,https://rdap.nic.george/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.george/ OK 400
gf,False,0,,,No RDAP base in bootstrap
gg,False,0,,,No RDAP base in bootstrap
ggee,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
gh,False,0,,,No RDAP base in bootstrap
gi,False,0,,,No RDAP base in bootstrap
gift,True,1,https://whois.uniregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://whois.uniregistry.net/rdap/ OK 404
gifts,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
gives,True,1,https://rdap.publicinterestregistry.org/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.publicinterestregistry.org/rdap/help OK 200
giving,True,1,https://rdap.publicinterestregistry.org/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.publicinterestregistry.org/rdap/help OK 200
gl,False,0,,,No RDAP base in bootstrap
glass,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
gle,True,1,https://pubapi.registry.google/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://pubapi.registry.google/rdap/ OK 200
global,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
globo,True,1,https://rdap.gtlds.nic.br/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,nicbr_level_0,rdap_level_0",https://rdap.gtlds.nic.br/help OK 200
gm,False,0,,,No RDAP base in bootstrap
gmail,True,1,https://pubapi.registry.google/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://pubapi.registry.google/rdap/ OK 200
gmbh,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
gmo,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
gmx,True,1,https://rdap.nic.gmx/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.gmx/help OK 200
gn,False,0,,,No RDAP base in bootstrap
godaddy,True,1,https://rdap.nic.godaddy/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.godaddy/ OK 400
gold,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
goldpoint,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
golf,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
goo,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
goodyear,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
goog,True,1,https://pubapi.registry.google/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://pubapi.registry.google/rdap/ OK 200
google,True,1,https://pubapi.registry.google/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://pubapi.registry.google/rdap/ OK 200
gop,True,1,https://rdap.nominet.uk/gop/,,https://rdap.nominet.uk/gop/ JSON 404 (no rdapConformance)
got,True,1,https://rdap.nominet.uk/got/,,https://rdap.nominet.uk/got/ JSON 404 (no rdapConformance)
gov,False,0,,,No RDAP base in bootstrap
gp,False,0,,,No RDAP base in bootstrap
gq,False,0,,,No RDAP base in bootstrap
gr,False,0,,,No RDAP base in bootstrap
grainger,True,1,https://rdap.nic.grainger/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.grainger/ OK 400
graphics,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
gratis,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
green,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
gripe,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
grocery,True,1,https://rdap.nic.grocery/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.grocery/ OK 400
group,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
gs,True,1,https://rdap.nic.gs/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.gs/ OK 200
gt,False,0,,,No RDAP base in bootstrap
gu,False,0,,,No RDAP base in bootstrap
gucci,True,1,https://rdap.nominet.uk/gucci/,,https://rdap.nominet.uk/gucci/ JSON 404 (no rdapConformance)
guge,True,1,https://pubapi.registry.google/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://pubapi.registry.google/rdap/ OK 200
guide,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
guitars,True,1,https://rdap.centralnic.com/guitars/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/guitars/ OK 200
guru,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
gw,False,0,,,No RDAP base in bootstrap
gy,True,1,https://rdap.registry.gy/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.registry.gy/ OK 200
hair,True,1,https://rdap.centralnic.com/hair/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/hair/ OK 200
hamburg,True,1,https://rdap.nic.hamburg/v1/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0,redacted",https://rdap.nic.hamburg/v1/help OK 200
hangout,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
haus,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
